Loan_ID,Age,Income,Employment_Length_Years,Home_Ownership,Loan_Intent,Loan_Amount,Interest_Rate,Loan_Status
11763,59,101253.0,10,MORTGAGE,MEDICAL,20105.0,11.09,0
11764,51,63141.0,2,MORTGAGE,MEDICAL,23700.0,19.22,0
11765,52,65009.0,7,RENT,MEDICAL,13017.0,8.66,0
11766,61,41782.0,6,OWN,EDUCATION,5845.0,14.07,1
11767,32,60933.0,8,MORTGAGE,PERSONAL,22594.0,11.56,0
11768,28,112154.0,2,RENT,EDUCATION,13384.0,6.49,1
11769,28,43307.0,0,RENT,EDUCATION,18448.0,12.33,0
11770,48,110874.0,1,RENT,EDUCATION,11491.0,15.33,1
11771,40,73346.0,11,RENT,PERSONAL,15112.0,12.69,0
11772,27,85772.0,10,MORTGAGE,VENTURE,24766.0,17.71,0
11773,31,107084.0,14,MORTGAGE,DEBTCONSOLIDATION,27991.0,9.55,0
11774,40,75149.0,11,MORTGAGE,VENTURE,13785.0,6.71,0
11775,36,62526.0,0,MORTGAGE,VENTURE,2968.0,18.61,1
11776,24,103477.0,10,RENT,EDUCATION,2368.0,10.79,1
11777,26,40695.0,4,RENT,VENTURE,10424.0,13.57,0
11778,42,74169.0,14,MORTGAGE,EDUCATION,4242.0,16.59,0
11779,46,82947.0,9,RENT,EDUCATION,23386.0,10.04,1
11780,23,82224.0,13,RENT,DEBTCONSOLIDATION,5083.0,15.53,0
11781,61,76258.0,1,MORTGAGE,MEDICAL,26457.0,7.4,0
11782,62,60553.0,2,OWN,EDUCATION,27496.0,9.58,0
11783,34,95410.0,7,RENT,VENTURE,27264.0,7.53,1
11784,31,59816.0,14,MORTGAGE,DEBTCONSOLIDATION,15322.0,16.86,1
11785,38,90026.0,9,MORTGAGE,VENTURE,3469.0,8.62,0
11786,32,85705.0,13,RENT,MEDICAL,6725.0,15.54,0
11787,43,96922.0,4,MORTGAGE,PERSONAL,6259.0,18.71,0
11788,32,108914.0,3,RENT,MEDICAL,5622.0,12.89,0
11789,33,36881.0,4,OWN,DEBTCONSOLIDATION,12292.0,13.06,0
11790,45,74567.0,9,MORTGAGE,MEDICAL,28841.0,11.95,0
11791,39,82365.0,5,MORTGAGE,MEDICAL,19207.0,10.06,0
11792,56,114211.0,11,RENT,DEBTCONSOLIDATION,5431.0,12.16,0
11793,28,105122.0,6,RENT,DEBTCONSOLIDATION,24912.0,13.94,0
11794,49,60006.0,13,RENT,VENTURE,6151.0,19.3,1
11795,52,76198.0,12,OWN,EDUCATION,6213.0,18.63,1
11796,64,57831.0,8,RENT,PERSONAL,17235.0,17.57,0
11797,38,51459.0,0,RENT,PERSONAL,25804.0,17.95,1
11798,26,67443.0,3,RENT,PERSONAL,10989.0,12.05,1
11799,38,77316.0,11,RENT,MEDICAL,2779.0,14.7,0
11800,39,99486.0,11,RENT,DEBTCONSOLIDATION,17351.0,18.03,0
11801,42,76258.0,8,MORTGAGE,DEBTCONSOLIDATION,13042.0,11.0,1
11802,57,74553.0,4,RENT,DEBTCONSOLIDATION,21276.0,18.96,1
11803,52,39922.0,7,RENT,EDUCATION,7534.0,11.32,0
11804,61,39686.0,11,MORTGAGE,DEBTCONSOLIDATION,28469.0,13.92,1
11805,23,67766.0,0,MORTGAGE,DEBTCONSOLIDATION,5306.0,15.44,0
11806,48,114943.0,3,RENT,MEDICAL,4902.0,18.81,0
11807,30,67006.0,11,RENT,VENTURE,15391.0,8.92,0
11808,55,66422.0,13,MORTGAGE,PERSONAL,5718.0,15.95,1
11809,49,47205.0,11,RENT,MEDICAL,2021.0,12.79,0
11810,35,58527.0,8,MORTGAGE,MEDICAL,3500.0,9.26,0
11811,53,53443.0,12,RENT,MEDICAL,11034.0,16.37,1
11812,27,51524.0,0,RENT,PERSONAL,17799.0,13.23,1
11813,32,63202.0,0,OWN,MEDICAL,28336.0,14.75,0
11814,50,100552.0,3,MORTGAGE,VENTURE,5641.0,10.02,0
11815,41,81142.0,13,MORTGAGE,DEBTCONSOLIDATION,23596.0,12.24,0
11816,51,96692.0,2,RENT,VENTURE,2191.0,14.14,0
11817,44,117384.0,6,OWN,DEBTCONSOLIDATION,15306.0,11.17,1
11818,40,55855.0,10,RENT,DEBTCONSOLIDATION,15414.0,8.28,0
11819,57,118747.0,2,OWN,MEDICAL,10587.0,18.96,0
11820,24,95372.0,0,MORTGAGE,MEDICAL,25558.0,12.66,1
11821,48,60095.0,11,RENT,PERSONAL,23498.0,15.77,1
11822,64,73724.0,14,MORTGAGE,EDUCATION,6662.0,11.25,0
11823,40,84241.0,10,MORTGAGE,VENTURE,6326.0,10.47,1
11824,44,87003.0,9,MORTGAGE,PERSONAL,11065.0,11.2,0
11825,52,103379.0,1,MORTGAGE,PERSONAL,29197.0,11.23,0
11826,61,50972.0,9,RENT,VENTURE,22719.0,13.12,0
11827,56,57927.0,12,RENT,VENTURE,26665.0,13.11,0
11828,54,101630.0,3,RENT,DEBTCONSOLIDATION,12471.0,12.46,0
11829,56,87347.0,0,RENT,EDUCATION,27032.0,7.39,1
11830,22,104518.0,0,OWN,MEDICAL,28856.0,12.45,0
11831,35,80283.0,11,OWN,EDUCATION,14641.0,7.87,0
11832,54,116326.0,13,MORTGAGE,EDUCATION,11196.0,7.27,0
11833,56,47205.0,7,RENT,MEDICAL,14726.0,18.56,1
11834,26,47748.0,6,MORTGAGE,EDUCATION,23878.0,13.97,1
11835,59,56097.0,13,MORTGAGE,PERSONAL,17651.0,14.73,1
11836,62,38092.0,7,MORTGAGE,PERSONAL,10536.0,11.13,0
11837,32,88311.0,12,RENT,MEDICAL,21095.0,18.23,1
11838,23,57692.0,3,OWN,MEDICAL,25979.0,14.43,1
11839,38,58862.0,5,RENT,VENTURE,14944.0,16.27,1
11840,60,114507.0,14,RENT,VENTURE,8273.0,10.66,1
11841,41,115152.0,12,RENT,EDUCATION,8284.0,18.94,0
11842,35,105469.0,2,MORTGAGE,EDUCATION,29038.0,16.99,0
11843,53,39926.0,10,OWN,MEDICAL,27692.0,17.46,1
11844,55,38969.0,12,OWN,EDUCATION,10817.0,7.91,1
11845,46,70733.0,7,MORTGAGE,DEBTCONSOLIDATION,28555.0,9.29,0
11846,28,104855.0,3,RENT,PERSONAL,22378.0,9.5,0
11847,56,76743.0,2,OWN,EDUCATION,20062.0,9.29,1
11848,50,74876.0,3,MORTGAGE,EDUCATION,10414.0,17.48,0
11849,43,55323.0,5,RENT,VENTURE,19127.0,5.95,1
11850,62,51428.0,10,MORTGAGE,DEBTCONSOLIDATION,18846.0,6.57,1
11851,64,69578.0,6,RENT,EDUCATION,19952.0,9.33,0
11852,34,99140.0,6,MORTGAGE,PERSONAL,13539.0,8.3,0
11853,34,118829.0,13,RENT,EDUCATION,15993.0,8.75,0
11854,22,41364.0,14,RENT,MEDICAL,15451.0,16.67,1
11855,57,70349.0,11,OWN,DEBTCONSOLIDATION,16692.0,13.38,1
11856,25,35691.0,3,RENT,EDUCATION,20120.0,5.58,0
11857,58,101467.0,7,RENT,DEBTCONSOLIDATION,15334.0,11.51,1
11858,61,80896.0,6,RENT,EDUCATION,9903.0,11.21,0
11859,34,92062.0,1,RENT,PERSONAL,17629.0,7.1,0
11860,59,114762.0,12,OWN,PERSONAL,25386.0,14.97,0
11861,45,48861.0,7,OWN,DEBTCONSOLIDATION,27240.0,15.33,1
11862,40,98928.0,8,OWN,VENTURE,19740.0,15.59,1
11863,22,118231.0,4,MORTGAGE,VENTURE,3014.0,15.7,0
11864,59,76347.0,14,RENT,MEDICAL,28708.0,5.5,1
11865,26,38121.0,0,RENT,VENTURE,12860.0,18.85,1
11866,37,118793.0,3,MORTGAGE,DEBTCONSOLIDATION,19438.0,16.9,1
11867,45,63164.0,12,MORTGAGE,VENTURE,3764.0,18.16,0
11868,48,60491.0,3,RENT,MEDICAL,8009.0,5.72,1
11869,22,94222.0,5,RENT,EDUCATION,22842.0,18.57,0
11870,55,58165.0,10,OWN,VENTURE,29445.0,16.84,0
11871,57,38748.0,3,OWN,DEBTCONSOLIDATION,11604.0,17.22,1
11872,25,61553.0,6,MORTGAGE,DEBTCONSOLIDATION,18012.0,6.81,0
11873,21,95380.0,6,RENT,MEDICAL,2667.0,15.84,1
11874,60,79331.0,4,MORTGAGE,MEDICAL,5370.0,18.94,1
11875,32,74560.0,12,RENT,PERSONAL,7976.0,15.0,1
11876,56,88865.0,4,OWN,PERSONAL,19778.0,13.49,0
11877,43,81686.0,14,MORTGAGE,PERSONAL,26674.0,18.74,1
11878,51,110910.0,9,OWN,EDUCATION,22454.0,11.7,1
11879,31,39675.0,7,RENT,DEBTCONSOLIDATION,25366.0,13.89,0
11880,30,101706.0,6,MORTGAGE,PERSONAL,10613.0,12.17,1
11881,23,112986.0,13,MORTGAGE,DEBTCONSOLIDATION,7599.0,18.56,0
11882,34,111216.0,6,MORTGAGE,MEDICAL,5650.0,6.57,0
11883,36,45068.0,5,RENT,EDUCATION,14349.0,12.52,0
11884,30,89460.0,6,RENT,MEDICAL,27708.0,15.12,0
11885,49,81418.0,6,MORTGAGE,DEBTCONSOLIDATION,11894.0,16.59,0
11886,30,61206.0,9,OWN,PERSONAL,22004.0,13.66,0
11887,32,35287.0,13,MORTGAGE,MEDICAL,5190.0,18.22,0
11888,50,57337.0,1,RENT,VENTURE,17345.0,18.69,1
11889,61,55666.0,13,RENT,EDUCATION,10789.0,6.4,0
11890,21,36161.0,9,MORTGAGE,DEBTCONSOLIDATION,2391.0,11.13,0
11891,25,73751.0,1,OWN,PERSONAL,19459.0,5.83,1
11892,40,76258.0,13,RENT,MEDICAL,4650.0,10.11,0
11893,28,49758.0,9,RENT,EDUCATION,15600.0,13.02,1
11894,63,100780.0,6,OWN,PERSONAL,16317.0,18.25,1
11895,32,38178.0,13,RENT,MEDICAL,20768.0,17.35,1
11896,21,66831.0,9,OWN,DEBTCONSOLIDATION,19193.0,7.28,0
11897,40,37176.0,6,RENT,VENTURE,17563.0,6.8,1
11898,48,68654.0,6,MORTGAGE,VENTURE,26431.0,13.75,0
11899,63,61627.0,4,RENT,DEBTCONSOLIDATION,29885.0,12.95,1
11900,57,87550.0,0,MORTGAGE,EDUCATION,23885.0,9.23,0
11901,57,79910.0,13,RENT,DEBTCONSOLIDATION,8895.0,18.09,0
11902,32,93251.0,1,OWN,MEDICAL,19543.0,18.48,1
11903,57,70422.0,12,RENT,EDUCATION,25958.0,11.14,0
11904,64,46984.0,8,MORTGAGE,VENTURE,3531.0,17.96,1
11905,48,96386.0,7,MORTGAGE,MEDICAL,7481.0,10.88,1
11906,35,118291.0,7,MORTGAGE,PERSONAL,25932.0,15.82,0
11907,26,42135.0,9,OWN,PERSONAL,23360.0,12.16,1
11908,64,35320.0,0,OWN,PERSONAL,24079.0,7.22,0
11909,40,56684.0,5,MORTGAGE,VENTURE,12874.0,18.49,0
11910,34,76258.0,14,MORTGAGE,DEBTCONSOLIDATION,26829.0,11.86,1
11911,22,56889.0,14,MORTGAGE,EDUCATION,21932.0,15.78,1
11912,29,83899.0,8,RENT,VENTURE,29761.0,10.64,0
11913,57,45770.0,14,MORTGAGE,MEDICAL,8163.0,5.76,1
11914,40,74321.0,7,RENT,MEDICAL,25055.0,6.91,0
11915,46,76777.0,2,RENT,PERSONAL,7264.0,12.45,0
11916,49,81250.0,3,RENT,EDUCATION,19615.0,15.16,0
11917,21,108034.0,14,RENT,PERSONAL,17890.0,10.19,0
11918,55,75130.0,2,MORTGAGE,MEDICAL,20807.0,15.24,1
11919,26,116931.0,5,MORTGAGE,MEDICAL,13767.0,15.28,1
11920,57,84346.0,13,MORTGAGE,DEBTCONSOLIDATION,10071.0,15.36,1
11921,25,37537.0,8,MORTGAGE,DEBTCONSOLIDATION,22645.0,12.4,1
11922,53,119762.0,14,OWN,DEBTCONSOLIDATION,28149.0,18.31,1
11923,34,50216.0,7,MORTGAGE,PERSONAL,17540.0,12.35,0
11924,32,119149.0,14,RENT,EDUCATION,4908.0,11.8,0
11925,62,38009.0,14,MORTGAGE,DEBTCONSOLIDATION,6712.0,8.29,1
11926,40,64327.0,12,MORTGAGE,VENTURE,25139.0,9.81,1
11927,44,49209.0,9,MORTGAGE,DEBTCONSOLIDATION,28201.0,6.09,0
11928,63,83443.0,3,OWN,PERSONAL,14190.0,14.37,1
11929,54,50029.0,14,MORTGAGE,EDUCATION,22267.0,8.98,0
11930,45,102613.0,1,RENT,DEBTCONSOLIDATION,21899.0,9.76,0
11931,49,114443.0,12,RENT,EDUCATION,21787.0,16.29,0
11932,59,91997.0,7,MORTGAGE,VENTURE,22982.0,10.08,0
11933,51,97559.0,7,OWN,MEDICAL,23392.0,8.89,0
11934,63,76258.0,13,MORTGAGE,EDUCATION,24606.0,7.87,0
11935,43,105409.0,11,RENT,DEBTCONSOLIDATION,12150.0,16.35,0
11936,64,43635.0,10,RENT,PERSONAL,22393.0,7.32,0
11937,58,68065.0,5,MORTGAGE,PERSONAL,21119.0,11.85,1
11938,40,68783.0,13,OWN,PERSONAL,6491.0,12.6,1
11939,43,69152.0,7,OWN,PERSONAL,15919.0,15.12,0
11940,36,93741.0,8,RENT,EDUCATION,16168.0,14.37,0
11941,62,86502.0,12,RENT,PERSONAL,29750.0,16.85,1
11942,28,64092.0,0,MORTGAGE,MEDICAL,10593.0,6.13,0
11943,41,52653.0,8,RENT,VENTURE,19358.0,9.65,1
11944,21,75469.0,1,MORTGAGE,EDUCATION,18607.0,9.42,0
11945,28,94754.0,13,MORTGAGE,EDUCATION,6613.0,7.54,0
11946,49,64978.0,12,RENT,PERSONAL,25161.0,9.55,0
11947,52,78169.0,0,MORTGAGE,PERSONAL,26811.0,9.84,0
11948,58,83287.0,7,MORTGAGE,EDUCATION,22595.0,12.81,1
11949,25,89745.0,7,RENT,PERSONAL,13426.0,14.79,0
11950,42,40543.0,10,RENT,PERSONAL,18609.0,10.84,1
11951,54,91392.0,3,RENT,PERSONAL,28853.0,15.57,0
11952,21,56067.0,7,MORTGAGE,PERSONAL,10183.0,10.21,0
11953,46,86033.0,6,MORTGAGE,PERSONAL,22661.0,9.56,0
11954,63,80256.0,12,OWN,DEBTCONSOLIDATION,19725.0,13.08,1
11955,30,104345.0,1,MORTGAGE,DEBTCONSOLIDATION,22420.0,5.83,1
11956,50,57191.0,4,MORTGAGE,DEBTCONSOLIDATION,10401.0,6.62,0
11957,38,107742.0,13,MORTGAGE,EDUCATION,5727.0,11.35,0
11958,37,63992.0,9,MORTGAGE,VENTURE,15703.0,18.7,1
11959,46,116531.0,3,RENT,EDUCATION,22312.0,15.6,1
11960,28,83803.0,2,MORTGAGE,DEBTCONSOLIDATION,21187.0,6.73,0
11961,60,98477.0,0,MORTGAGE,EDUCATION,27685.0,17.35,1
11962,32,48210.0,4,MORTGAGE,VENTURE,24942.0,15.75,0
11963,47,118329.0,9,OWN,PERSONAL,12218.0,14.05,0
11964,28,61270.0,7,RENT,MEDICAL,2393.0,16.98,0
11965,45,97008.0,11,OWN,DEBTCONSOLIDATION,25223.0,11.16,0
11966,24,40197.0,8,RENT,DEBTCONSOLIDATION,17992.0,8.6,1
11967,53,42452.0,6,MORTGAGE,VENTURE,11035.0,12.67,0
11968,21,76486.0,11,OWN,PERSONAL,11716.0,13.18,0
11969,39,49859.0,10,MORTGAGE,PERSONAL,10795.0,13.04,1
11970,51,62236.0,0,MORTGAGE,MEDICAL,2581.0,13.41,0
11971,36,66899.0,0,MORTGAGE,PERSONAL,16330.0,18.78,1
11972,34,67083.0,14,RENT,VENTURE,12131.0,18.13,1
11973,25,102708.0,0,MORTGAGE,PERSONAL,2132.0,17.76,0
11974,61,51663.0,1,MORTGAGE,VENTURE,21222.0,16.72,0
11975,46,54053.0,0,MORTGAGE,DEBTCONSOLIDATION,16984.0,18.71,0
11976,48,46085.0,3,RENT,DEBTCONSOLIDATION,5385.0,6.88,1
11977,22,65564.0,9,OWN,DEBTCONSOLIDATION,5770.0,9.21,1
11978,26,76258.0,8,RENT,EDUCATION,4268.0,12.43,0
11979,29,104517.0,11,OWN,DEBTCONSOLIDATION,2975.0,17.35,0
11980,53,56153.0,3,RENT,VENTURE,9605.0,12.57,0
11981,61,40247.0,12,OWN,MEDICAL,9213.0,15.97,0
11982,45,45553.0,3,MORTGAGE,PERSONAL,28389.0,7.45,1
11983,33,55811.0,6,RENT,DEBTCONSOLIDATION,13455.0,9.03,1
11984,29,41135.0,13,OWN,EDUCATION,28119.0,15.74,1
11985,33,40573.0,10,MORTGAGE,EDUCATION,4835.0,7.81,0
11986,51,114267.0,8,RENT,VENTURE,4738.0,10.42,0
11987,61,42189.0,6,MORTGAGE,MEDICAL,11549.0,9.21,0
11988,31,115077.0,0,RENT,DEBTCONSOLIDATION,6134.0,10.4,1
11989,24,78646.0,0,RENT,DEBTCONSOLIDATION,27892.0,15.42,1
11990,54,111623.0,3,RENT,EDUCATION,8833.0,10.65,0
11991,58,88687.0,3,MORTGAGE,VENTURE,10353.0,13.27,1
11992,24,103312.0,0,RENT,EDUCATION,17690.0,6.9,0
11993,58,62564.0,5,MORTGAGE,EDUCATION,3909.0,16.77,1
11994,39,63835.0,9,OWN,MEDICAL,27703.0,10.68,0
11995,26,96587.0,1,RENT,VENTURE,16496.0,14.58,0
11996,54,42697.0,0,MORTGAGE,MEDICAL,14062.0,15.66,0
11997,38,115165.0,4,RENT,VENTURE,11850.0,8.44,1
11998,33,108922.0,7,MORTGAGE,DEBTCONSOLIDATION,29701.0,17.89,1
11999,61,52046.0,0,RENT,PERSONAL,3963.0,14.13,0
12000,43,92823.0,2,RENT,PERSONAL,7153.0,11.5,0
12001,39,108580.0,8,MORTGAGE,VENTURE,12481.0,8.05,0
12002,31,88370.0,6,MORTGAGE,PERSONAL,2966.0,18.69,0
12003,21,44615.0,8,RENT,EDUCATION,2889.0,16.07,1
12004,44,40060.0,0,MORTGAGE,DEBTCONSOLIDATION,21445.0,8.41,0
12005,27,111436.0,4,RENT,DEBTCONSOLIDATION,8461.0,10.23,1
12006,45,95519.0,11,MORTGAGE,PERSONAL,8166.0,16.84,1
12007,41,106117.0,12,MORTGAGE,VENTURE,25351.0,15.24,1
12008,35,96158.0,2,RENT,EDUCATION,18006.0,16.22,0
12009,21,69782.0,3,RENT,VENTURE,13381.0,11.68,1
12010,32,113533.0,3,RENT,PERSONAL,18344.0,15.53,0
12011,27,93255.0,10,RENT,DEBTCONSOLIDATION,12940.0,10.91,1
12012,35,107684.0,11,RENT,DEBTCONSOLIDATION,28242.0,8.46,1
12013,41,91918.0,6,MORTGAGE,VENTURE,13258.0,14.36,0
12014,39,119284.0,9,MORTGAGE,MEDICAL,26485.0,19.16,1
12015,49,114558.0,10,RENT,VENTURE,25763.0,9.85,1
12016,45,116422.0,7,OWN,MEDICAL,28017.0,11.95,0
12017,53,60256.0,10,OWN,VENTURE,9280.0,14.94,0
12018,52,65005.0,9,MORTGAGE,MEDICAL,3067.0,13.08,0
12019,55,41638.0,4,OWN,MEDICAL,22607.0,17.31,0
12020,64,72419.0,12,OWN,MEDICAL,13115.0,16.16,0
12021,58,68377.0,12,OWN,MEDICAL,11018.0,6.32,0
12022,46,78116.0,11,RENT,EDUCATION,17753.0,19.48,1
12023,31,71634.0,9,RENT,MEDICAL,16178.0,16.03,1
12024,55,117291.0,6,RENT,MEDICAL,17187.0,17.59,0
12025,28,58382.0,2,RENT,DEBTCONSOLIDATION,6607.0,14.62,0
12026,34,91063.0,2,OWN,EDUCATION,5985.0,17.49,1
12027,30,57394.0,2,RENT,MEDICAL,12284.0,7.07,0
12028,22,102789.0,11,OWN,PERSONAL,21563.0,10.37,0
12029,29,35864.0,3,RENT,EDUCATION,16554.0,17.77,1
12030,23,75222.0,5,MORTGAGE,DEBTCONSOLIDATION,6538.0,8.32,0
12031,41,48666.0,14,MORTGAGE,VENTURE,20746.0,6.6,1
12032,46,55955.0,4,RENT,DEBTCONSOLIDATION,20608.0,16.53,0
12033,28,116845.0,7,RENT,DEBTCONSOLIDATION,8371.0,17.2,0
12034,22,104590.0,13,MORTGAGE,EDUCATION,3726.0,7.78,1
12035,26,101471.0,13,RENT,EDUCATION,28582.0,17.46,1
12036,48,78298.0,11,RENT,PERSONAL,7791.0,15.11,0
12037,49,98108.0,12,RENT,PERSONAL,26457.0,12.78,1
12038,46,83924.0,4,MORTGAGE,EDUCATION,10458.0,17.12,0
12039,45,76258.0,10,MORTGAGE,EDUCATION,25397.0,11.37,0
12040,32,44726.0,11,OWN,EDUCATION,19221.0,8.22,1
12041,25,95824.0,4,OWN,VENTURE,17738.0,9.49,0
12042,54,75542.0,13,MORTGAGE,DEBTCONSOLIDATION,22968.0,12.57,1
12043,57,55245.0,9,MORTGAGE,PERSONAL,19070.0,12.94,1
12044,35,69753.0,0,MORTGAGE,PERSONAL,29937.0,16.78,1
12045,64,114788.0,11,RENT,MEDICAL,18740.0,16.58,1
12046,56,56316.0,10,RENT,VENTURE,11063.0,13.64,0
12047,35,119698.0,10,MORTGAGE,EDUCATION,12165.0,16.43,0
12048,63,50960.0,4,OWN,EDUCATION,16539.0,8.18,0
12049,43,65791.0,14,RENT,VENTURE,17572.0,6.2,1
12050,26,60216.0,11,RENT,PERSONAL,6647.0,17.73,0
12051,64,67467.0,6,MORTGAGE,EDUCATION,12002.0,6.56,0
12052,63,99427.0,1,MORTGAGE,MEDICAL,22802.0,8.95,0
12053,41,97047.0,13,RENT,PERSONAL,12833.0,15.23,0
12054,43,108290.0,12,MORTGAGE,DEBTCONSOLIDATION,12420.0,11.23,1
12055,63,82014.0,5,OWN,VENTURE,8642.0,17.77,0
12056,36,39078.0,6,MORTGAGE,PERSONAL,21775.0,9.67,0
12057,35,113389.0,4,RENT,DEBTCONSOLIDATION,12542.0,5.67,0
12058,45,85519.0,8,RENT,MEDICAL,6357.0,9.71,0
12059,56,39042.0,13,RENT,VENTURE,23263.0,13.59,1
12060,31,84052.0,3,OWN,EDUCATION,23703.0,10.76,1
12061,35,49389.0,13,OWN,EDUCATION,17599.0,12.99,0
12062,24,103111.0,13,RENT,DEBTCONSOLIDATION,15201.0,17.77,0
12063,41,85733.0,12,MORTGAGE,PERSONAL,4739.0,18.27,1
12064,33,69754.0,9,RENT,MEDICAL,15231.0,9.22,0
12065,42,53624.0,14,RENT,DEBTCONSOLIDATION,29306.0,11.97,0
12066,39,61681.0,0,OWN,MEDICAL,11510.0,13.19,0
12067,54,116006.0,13,OWN,MEDICAL,11727.0,18.79,1
12068,34,59704.0,7,RENT,MEDICAL,23168.0,19.48,1
12069,24,42493.0,14,MORTGAGE,VENTURE,12635.0,8.8,1
12070,47,104639.0,7,OWN,DEBTCONSOLIDATION,11964.0,15.68,0
12071,49,89383.0,6,MORTGAGE,VENTURE,29785.0,10.79,0
12072,48,37994.0,7,MORTGAGE,PERSONAL,19261.0,5.61,0
12073,55,104280.0,1,RENT,PERSONAL,21254.0,5.63,0
12074,28,82234.0,2,OWN,EDUCATION,13392.0,11.95,0
12075,36,82291.0,8,MORTGAGE,EDUCATION,14336.0,12.34,0
12076,62,40594.0,0,RENT,EDUCATION,13939.0,5.82,1
12077,56,42371.0,7,RENT,PERSONAL,29412.0,15.12,1
12078,50,82315.0,7,MORTGAGE,MEDICAL,18676.0,9.62,1
12079,38,118564.0,6,RENT,MEDICAL,11843.0,13.34,1
12080,22,114526.0,12,OWN,DEBTCONSOLIDATION,14823.0,9.71,1
12081,33,51626.0,13,MORTGAGE,PERSONAL,27112.0,7.84,1
12082,24,42130.0,10,RENT,EDUCATION,4686.0,11.2,0
12083,46,41828.0,4,RENT,PERSONAL,2233.0,8.75,0
12084,45,92514.0,3,MORTGAGE,MEDICAL,29228.0,12.99,1
12085,50,87664.0,9,MORTGAGE,MEDICAL,16429.0,8.28,0
12086,31,52883.0,9,OWN,VENTURE,20758.0,12.62,0
12087,27,78059.0,12,OWN,VENTURE,4272.0,7.7,0
12088,51,119078.0,14,MORTGAGE,DEBTCONSOLIDATION,19350.0,14.89,0
12089,64,77932.0,9,MORTGAGE,PERSONAL,19273.0,16.06,0
12090,30,96269.0,13,RENT,VENTURE,22247.0,7.05,0
12091,59,110986.0,9,RENT,VENTURE,24538.0,12.05,1
12092,33,37035.0,5,OWN,PERSONAL,5400.0,6.49,0
12093,51,76258.0,11,MORTGAGE,MEDICAL,17371.0,13.87,1
12094,27,52241.0,10,MORTGAGE,DEBTCONSOLIDATION,26610.0,9.2,0
12095,62,87975.0,0,MORTGAGE,DEBTCONSOLIDATION,6542.0,12.89,0
12096,62,58154.0,12,MORTGAGE,DEBTCONSOLIDATION,5523.0,12.74,0
12097,56,60625.0,4,OWN,VENTURE,20147.0,18.44,1
12098,40,79950.0,13,RENT,MEDICAL,5291.0,13.19,0
12099,24,91396.0,3,MORTGAGE,DEBTCONSOLIDATION,4488.0,13.66,0
12100,27,48331.0,3,MORTGAGE,PERSONAL,12892.0,11.12,1
12101,21,98927.0,6,OWN,DEBTCONSOLIDATION,3558.0,18.79,0
12102,64,119719.0,8,RENT,EDUCATION,6690.0,16.38,0
12103,62,98014.0,7,MORTGAGE,MEDICAL,8121.0,9.5,0
12104,33,74346.0,10,OWN,EDUCATION,20660.0,17.32,1
12105,42,105411.0,12,RENT,MEDICAL,14198.0,11.55,0
12106,41,89478.0,13,MORTGAGE,PERSONAL,6439.0,17.1,1
12107,42,47254.0,11,MORTGAGE,VENTURE,19487.0,17.02,1
12108,48,90734.0,7,RENT,VENTURE,9520.0,8.14,1
12109,29,63621.0,4,MORTGAGE,MEDICAL,27995.0,15.32,0
12110,46,111441.0,5,RENT,DEBTCONSOLIDATION,7409.0,9.57,1
12111,29,81121.0,1,RENT,EDUCATION,11670.0,9.66,1
12112,35,116418.0,12,RENT,PERSONAL,14106.0,9.65,0
12113,30,95197.0,10,MORTGAGE,DEBTCONSOLIDATION,13934.0,15.66,0
12114,44,119577.0,13,MORTGAGE,VENTURE,9869.0,8.72,0
12115,62,77431.0,2,MORTGAGE,DEBTCONSOLIDATION,4956.0,5.51,1
12116,28,39837.0,4,MORTGAGE,EDUCATION,26094.0,15.51,1
12117,44,118163.0,1,RENT,VENTURE,24401.0,7.9,0
12118,36,106232.0,2,RENT,MEDICAL,27958.0,6.96,0
12119,46,83994.0,3,OWN,PERSONAL,12766.0,8.83,0
12120,47,114079.0,5,RENT,PERSONAL,21768.0,10.82,0
12121,57,47615.0,4,MORTGAGE,VENTURE,28145.0,12.16,0
12122,24,36466.0,9,MORTGAGE,MEDICAL,12086.0,6.12,1
12123,44,65771.0,3,MORTGAGE,EDUCATION,12435.0,19.09,1
12124,39,76258.0,12,RENT,PERSONAL,28442.0,15.52,1
12125,56,100911.0,14,OWN,VENTURE,18412.0,10.02,0
12126,59,55746.0,1,OWN,PERSONAL,27281.0,9.96,0
12127,30,95739.0,11,RENT,MEDICAL,27596.0,11.78,1
12128,45,108369.0,10,OWN,EDUCATION,12255.0,14.27,0
12129,38,36893.0,4,RENT,MEDICAL,11638.0,7.55,0
12130,39,65573.0,4,RENT,DEBTCONSOLIDATION,9756.0,8.15,0
12131,56,75874.0,10,RENT,MEDICAL,25332.0,17.53,0
12132,30,112362.0,6,RENT,MEDICAL,13856.0,9.09,0
12133,53,68367.0,0,OWN,PERSONAL,17764.0,10.82,0
12134,25,76258.0,3,RENT,MEDICAL,29563.0,17.7,0
12135,55,109328.0,10,RENT,VENTURE,24139.0,14.78,0
12136,64,92724.0,4,RENT,PERSONAL,5602.0,10.28,0
12137,54,71405.0,7,RENT,PERSONAL,7062.0,15.07,0
12138,53,50989.0,11,RENT,DEBTCONSOLIDATION,13877.0,5.78,1
12139,41,63931.0,14,RENT,VENTURE,26455.0,15.8,1
12140,37,44290.0,11,OWN,MEDICAL,9244.0,12.32,1
